lat,lon,fecha_inicio,causa,label,superficie_ha,region,comuna
-37.25888889,-72.73361111,2024-02-14,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.01,Biobío,San Rosendo
-37.2525,-72.20055556,2024-02-14,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.31,Biobío,Los Angeles
-37.50611111,-72.65111111,2024-02-14,1.10 - Otras causas,0,0.01,Biobío,Nacimiento
-37.91805556,-72.13361111,2024-02-14,2.1 - Incendios Intencionales,1,0.01,Biobío,Mulchén
-37.91194444,-72.14861111,2024-02-15,2.1 - Incendios Intencionales,1,0.01,Biobío,Mulchén
-37.01944444,-72.275,2024-02-15,1.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz,0,0.15,Biobío,Cabrero
-37.80888889,-73.29333333,2024-02-15,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.4,Biobío,Cañete
-37.06861111,-72.41694444,2024-02-15,4.8 - Otras quemas | 4.8.1. Quema no avisada con fines de limpieza en canales  cunetas  cercos o caminos (en predios particulares o públicos) que se propaga libre y sin control,0,0.35,Biobío,Cabrero
-38.18916667,-73.355,2024-02-16,5.1 - Incendios de causa indeterminada,0,3.9,Biobío,Tirúa
-36.9925,-73.15194444,2024-02-16,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.1,Biobío,Coronel
-36.83888889,-73.15055556,2024-02-16,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.17,Biobío,San Pedro de la Paz
-36.60527778,-72.9675,2024-02-16,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.05,Biobío,Tomé
-37.01,-72.76083333,2024-02-16,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 4.6.1. Generado por el uso de equipos o herramientas con fines de construcción  limpieza o montaje de estructuras,0,11.5,Biobío,Hualqui
-37.25277778,-72.19916667,2024-02-16,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.13,Biobío,Los Angeles
-37.37277778,-72.63583333,2024-02-16,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,0.6,Biobío,Los Angeles
-37.20361111,-72.76861111,2024-02-17,5.1 - Incendios de causa indeterminada,0,0.01,Biobío,San Rosendo
-37.66805556,-72.07833333,2024-02-17,4.1 - Faenas forestales | 4.1.3. Contacto o corte de conductor eléctrico producto de faena forestal,0,0.33,Biobío,Quilaco
-37.80555556,-73.43138889,2024-02-17,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,0.26,Biobío,Cañete
-37.59166667,-73.645,2024-02-17,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.7,Biobío,Lebu
-36.8325,-73.14277778,2024-02-17,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,2.7,Biobío,San Pedro de la Paz
-37.90527778,-72.1475,2024-02-17,4.5 - Actividades de control y extinción de incendios forestales,0,8.0,Biobío,Mulchén
-37.50111111,-72.65,2024-02-17,2.1 - Incendios Intencionales,1,0.1,Biobío,Nacimiento
-37.87333333,-73.40861111,2024-02-17,4.8 - Otras quemas | 4.8.1. Quema no avisada con fines de limpieza en canales  cunetas  cercos o caminos (en predios particulares o públicos) que se propaga libre y sin control,0,4.0,Biobío,Cañete
-37.50333333,-72.17722222,2024-02-17,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,10.0,Biobío,Los Angeles
-37.02833333,-72.43666667,2024-02-17,4.10 - Otras causas,0,0.36,Biobío,Cabrero
-37.44666667,-71.93972222,2024-02-17,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,8.2,Biobío,Quilleco
-37.56111111,-72.05194444,2024-02-17,4.10 - Otras causas,0,0.01,Biobío,Santa Bárbara
-37.66361111,-72.11555556,2024-02-17,1.9 - Líneas eléctricas,0,0.65,Biobío,Santa Bárbara
-37.63694444,-72.0825,2024-02-17,1.9 - Líneas eléctricas,0,0.03,Biobío,Mulchén
-37.4875,-72.36027778,2024-02-17,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,12.3,Biobío,Los Angeles
-37.83416667,-72.22583333,2024-02-17,2.1 - Incendios Intencionales,1,1.55,Biobío,Mulchén
-37.42777778,-72.61027778,2024-02-18,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.2,Biobío,Los Angeles
-38.14666667,-73.37583333,2024-02-18,1.1 - Faenas Forestales,0,1.0,Biobío,Tirúa
-36.70388889,-72.70277778,2024-02-18,5.1 - Incendios de causa indeterminada | 5.1.1. Se investiga pero no es posible establecer la causa,0,0.02,Biobío,Florida
-36.70416667,-73.13722222,2024-02-18,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.04,Biobío,Talcahuano
-37.44388889,-71.92833333,2024-02-18,2.1 - Incendios Intencionales,1,0.35,Biobío,Quilleco
-36.61055556,-72.94388889,2024-02-18,5.1 - Incendios de causa indeterminada,0,0.01,Biobío,Tomé
-37.40916667,-72.40722222,2024-02-19,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.4,Biobío,Los Angeles
-37.67944444,-72.26833333,2024-02-19,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.11,Biobío,Mulchén
-37.0175,-72.53333333,2024-02-19,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,1.2,Biobío,Yumbel
-36.67861111,-72.96611111,2024-02-19,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.18,Biobío,Tomé
-36.67472222,-72.95138889,2024-02-19,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.35,Biobío,Tomé
-37.14555556,-72.91777778,2024-02-19,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,1.1,Biobío,Hualqui
-37.26555556,-72.72555556,2024-02-19,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.1,Biobío,San Rosendo
-37.43916667,-71.90916667,2024-02-19,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.74,Biobío,Quilleco
-37.55666667,-72.56083333,2024-02-19,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 4.6.2. Generado por conexión  irregular de energía eléctrica,0,4.73,Biobío,Los Angeles
-37.03305556,-72.38611111,2024-02-19,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.1,Biobío,Cabrero
-37.08444444,-72.95777778,2024-02-19,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.12,Biobío,Hualqui
-36.83555556,-73.05555556,2024-02-19,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.01,Biobío,Concepción
-37.48388889,-73.57777778,2024-02-20,1.8 - Otras quemas,0,0.1,Biobío,Lebu
-37.20305556,-72.21833333,2024-02-20,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,1.16,Biobío,Los Angeles
-38.25138889,-73.50194444,2024-02-21,2.1 - Incendios Intencionales,1,0.5,Biobío,Tirúa
-37.16055556,-72.91444444,2024-02-21,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.03,Biobío,Hualqui
-37.81888889,-72.22222222,2024-02-21,2.1 - Incendios Intencionales,1,0.23,Biobío,Mulchén
-37.0775,-72.64527778,2024-02-22,2.1 - Incendios Intencionales,1,0.01,Biobío,Yumbel
-37.00861111,-72.96972222,2024-02-22,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.06,Biobío,Hualqui
-36.71111111,-72.96833333,2024-02-23,2.1 - Incendios Intencionales,1,0.14,Biobío,Penco
-37.72888889,-72.17194444,2024-02-23,2.1 - Incendios Intencionales,1,0.01,Biobío,Mulchén
-36.84166667,-73.12972222,2024-02-23,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.03,Biobío,San Pedro de la Paz
-36.69055556,-72.96333333,2024-02-23,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.6,Biobío,Tomé
-36.70305556,-72.69416667,2024-02-23,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.02,Biobío,Florida
-37.21777778,-72.22055556,2024-02-23,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,6.7,Biobío,Los Angeles
-37.23027778,-72.65861111,2024-02-23,2.1 - Incendios Intencionales,1,0.06,Biobío,San Rosendo
-36.79166667,-72.60722222,2024-02-24,4.10 - Otras causas | 4.10.4. Acciones asociadas a fumar,0,0.05,Biobío,Florida
-38.04444444,-73.24472222,2024-02-24,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,3.2,Biobío,Contulmo
-36.68916667,-72.95305556,2024-02-24,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.1,Biobío,Tomé
-37.44833333,-72.10222222,2024-02-24,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 4.6.2. Generado por conexión  irregular de energía eléctrica,0,0.1,Biobío,Los Angeles
-37.88472222,-73.38694444,2024-02-24,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,0.37,Biobío,Cañete
-37.225,-72.21972222,2024-02-24,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz,0,0.01,Biobío,Los Angeles
-37.67916667,-72.26861111,2024-02-24,4.5 - Actividades de control y extinción de incendios forestales | 4.5.1. Rebrote de incendio anterior  declarado extinto,0,0.16,Biobío,Mulchén
-37.11305556,-72.57,2024-02-25,5.1 - Incendios de causa indeterminada,0,36.0,Biobío,Yumbel
-36.69611111,-72.96777778,2024-02-25,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,2.45,Biobío,Penco
-37.46194444,-72.50472222,2024-02-25,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.01,Biobío,Los Angeles
-38.12055556,-73.38888889,2024-02-25,2.1 - Incendios Intencionales,1,6.0,Biobío,Tirúa
-37.81583333,-72.40805556,2024-02-25,2.1 - Incendios Intencionales | 2.1.6. Para observar operaciones de combate de incendios forestales,1,0.02,Biobío,Mulchén
-37.66888889,-72.59305556,2024-02-25,2.1 - Incendios Intencionales,1,0.87,Biobío,Negrete
-38.17694444,-73.43583333,2024-02-25,2.1 - Incendios Intencionales,1,1.4,Biobío,Tirúa
-36.83027778,-73.06638889,2024-02-25,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.04,Biobío,Concepción
-37.8175,-72.40916667,2024-02-25,2.1 - Incendios Intencionales | 2.1.6. Para observar operaciones de combate de incendios forestales,1,0.02,Biobío,Mulchén
-37.96527778,-73.22777778,2024-02-25,1.10 - Otras causas,0,3.0,Biobío,Contulmo
-37.2625,-72.35388889,2024-02-26,4.9 - Líneas eléctricas | 4.9.2. Corte de conductor eléctrico por caída de rama o árbol (excepto por faena forestal o agrícola),0,1.55,Biobío,Los Angeles
-37.44611111,-72.07555556,2024-02-26,5.1 - Incendios de causa indeterminada,0,0.15,Biobío,Quilleco
-37.44,-72.07,2024-02-26,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.29,Biobío,Los Angeles
-38.38166667,-73.46722222,2024-02-26,4.2 - Faenas agrícolas y pecuarias,0,2.01,Biobío,Tirúa
-37.08638889,-73.15861111,2024-02-26,4.10 - Otras causas | 4.10.5. Empleo de fuentes de calor por menores de edad,0,0.02,Biobío,Lota
-37.25888889,-72.20277778,2024-02-26,2.1 - Incendios Intencionales,1,0.42,Biobío,Los Angeles
-37.42527778,-72.21277778,2024-02-26,2.1 - Incendios Intencionales,1,3.44,Biobío,Los Angeles
-38.035,-73.35222222,2024-02-26,5.1 - Incendios de causa indeterminada,0,0.92,Biobío,Cañete
-36.77805556,-73.035,2024-02-26,4.8 - Otras quemas,0,0.02,Biobío,Penco
-36.86916667,-73.13222222,2024-02-27,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.15,Biobío,San Pedro de la Paz
-36.85666667,-72.93527778,2024-02-27,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.316,Biobío,Concepción
-37.5075,-72.65388889,2024-02-27,4.5 - Actividades de control y extinción de incendios forestales | 4.5.1. Rebrote de incendio anterior  declarado extinto,0,0.06,Biobío,Nacimiento
-36.99055556,-72.63083333,2024-02-27,2.1 - Incendios Intencionales,1,0.3,Biobío,Yumbel
-36.78333333,-72.70583333,2024-02-27,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.21,Biobío,Florida
-37.80805556,-73.26333333,2024-02-27,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,1.19,Biobío,Cañete
-37.42861111,-72.42916667,2024-02-27,1.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz,0,0.07,Biobío,Los Angeles
-36.96333333,-73.15861111,2024-02-27,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,7.4,Biobío,Coronel
-36.60555556,-72.95694444,2024-02-27,4.10 - Otras causas | 4.10.4. Acciones asociadas a fumar,0,0.02,Biobío,Tomé
-36.66888889,-72.95972222,2024-02-27,4.10 - Otras causas | 4.10.4. Acciones asociadas a fumar,0,0.02,Biobío,Tomé
-38.18388889,-73.40027778,2024-02-28,2.1 - Incendios Intencionales,1,4.92,Biobío,Tirúa
-37.66805556,-72.0575,2024-02-28,2.1 - Incendios Intencionales | 2.1.2. Conflicto entre personas (venganza  familiares  pasionales  otros),1,13.0,Biobío,Quilaco
-37.09861111,-72.58861111,2024-02-28,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.01,Biobío,Yumbel
-36.90555556,-73.13722222,2024-02-28,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.03,Biobío,San Pedro de la Paz
-37.70583333,-73.41611111,2024-02-28,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,0.33,Biobío,Cañete
-37.08222222,-73.14361111,2024-02-28,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.03,Biobío,Lota
-37.72694444,-72.23361111,2024-02-28,2.1 - Incendios Intencionales,1,0.1,Biobío,Mulchén
-37.25916667,-72.7325,2024-02-28,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.2,Biobío,San Rosendo
-37.08055556,-72.44472222,2024-02-29,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.5,Biobío,Cabrero
-37.02055556,-73.14944444,2024-02-29,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.03,Biobío,Coronel
-36.72277778,-73.14388889,2024-02-29,5.1 - Incendios de causa indeterminada,0,0.1,Biobío,Talcahuano
-37.47305556,-72.38166667,2024-02-29,5.1 - Incendios de causa indeterminada,0,0.2,Biobío,Los Angeles
-36.59888889,-72.96194444,2024-02-29,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.1,Biobío,Tomé
-38.34444444,-73.32916667,2024-02-29,4.8 - Otras quemas,0,0.5,Biobío,Tirúa
-37.72777778,-72.24305556,2024-02-29,4.1 - Faenas forestales | 4.1.8. Otras causas negligentes no clasificadas en faenas forestales,0,0.1,Biobío,Mulchén
-36.68444444,-72.96638889,2024-03-01,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.1,Biobío,Penco
-37.18333333,-72.74555556,2024-03-01,5.1 - Incendios de causa indeterminada,0,0.6,Biobío,Yumbel
-37.62555556,-73.475,2024-03-01,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.35,Biobío,Los Alamos
-37.93055556,-73.41444444,2024-03-01,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.7,Biobío,Cañete
-37.82305556,-73.39111111,2024-03-01,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.66,Biobío,Cañete
-37.10361111,-73.14055556,2024-03-01,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.02,Biobío,Lota
-37.66666667,-72.06027778,2024-03-02,2.1 - Incendios Intencionales | 2.1.2. Conflicto entre personas (venganza  familiares  pasionales  otros),1,3.39,Biobío,Quilaco
-38.19777778,-73.39472222,2024-03-02,5.1 - Incendios de causa indeterminada,0,214.66,Biobío,Tirúa
-37.46666667,-72.12277778,2024-03-02,5.1 - Incendios de causa indeterminada,0,0.15,Biobío,Los Angeles
-36.80583333,-73.03611111,2024-03-02,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.2,Biobío,Concepción
-36.97833333,-73.16555556,2024-03-02,4.6 - Parcelaciones  edificaciones residenciales  industriales u otras en zonas rurales o de interfaz | 4.6.1. Generado por el uso de equipos o herramientas con fines de construcción  limpieza o montaje de estructuras,0,0.35,Biobío,Coronel
-37.88055556,-73.37944444,2024-03-02,4.10 - Otras causas | 4.10.12. Otras actividades negligentes no clasificadas,0,0.55,Biobío,Cañete
-37.81666667,-72.41083333,2024-03-02,2.1 - Incendios Intencionales | 2.1.6. Para observar operaciones de combate de incendios forestales,1,0.05,Biobío,Mulchén
-37.595,-72.58944444,2024-03-02,2.1 - Incendios Intencionales,1,0.3,Biobío,Negrete
-38.22555556,-73.42361111,2024-03-02,5.1 - Incendios de causa indeterminada,0,38.0,Biobío,Tirúa
-36.60777778,-72.95722222,2024-03-02,4.10 - Otras causas | 4.10.4. Acciones asociadas a fumar,0,0.05,Biobío,Tomé
-37.25611111,-72.19972222,2024-03-03,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.96,Biobío,Los Angeles
-37.40222222,-72.34222222,2024-03-03,5.1 - Incendios de causa indeterminada,0,0.1,Biobío,Los Angeles
-37.93111111,-71.24194444,2024-03-03,5.1 - Incendios de causa indeterminada,0,460.81,Biobío,Alto Biobío
-37.71666667,-72.09805556,2024-03-03,5.1 - Incendios de causa indeterminada,0,0.16,Biobío,Mulchén
-37.47333333,-72.38277778,2024-03-03,4.1 - Faenas forestales,0,0.4,Biobío,Los Angeles
-37.5925,-71.56694444,2024-03-03,5.1 - Incendios de causa indeterminada,0,22.63,Biobío,Santa Bárbara
-38.07722222,-73.15083333,2024-03-04,5.1 - Incendios de causa indeterminada,0,6.72,Biobío,Contulmo
-37.77027778,-72.13222222,2024-03-04,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,1.0,Biobío,Mulchén
-38.1025,-73.35388889,2024-03-04,5.1 - Incendios de causa indeterminada,0,6.0,Biobío,Cañete
-37.14638889,-72.92444444,2024-03-04,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,1.6,Biobío,Hualqui
-38.1475,-73.33555556,2024-03-04,5.1 - Incendios de causa indeterminada,0,64.68,Biobío,Tirúa
-36.96333333,-73.15861111,2024-03-04,4.10 - Otras causas | 4.10.4. Acciones asociadas a fumar,0,0.22,Biobío,Coronel
-37.00916667,-73.53277778,2024-03-04,5.1 - Incendios de causa indeterminada,0,1.5,Biobío,Coronel
-37.00861111,-73.14444444,2024-03-04,4.10 - Otras causas | 4.10.5. Empleo de fuentes de calor por menores de edad,0,0.3,Biobío,Coronel
-37.77611111,-72.10055556,2024-03-04,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,7.55,Biobío,Mulchén
-38.21388889,-73.45138889,2024-03-05,5.1 - Incendios de causa indeterminada,0,0.3,Biobío,Tirúa
-38.33277778,-73.44638889,2024-03-05,2.1 - Incendios Intencionales,1,6.0,Biobío,Tirúa
-37.66583333,-72.58583333,2024-03-05,5.1 - Incendios de causa indeterminada | 5.1.1. Se investiga pero no es posible establecer la causa,0,10.0,Biobío,Negrete
-36.95666667,-72.52972222,2024-03-05,5.1 - Incendios de causa indeterminada,0,0.77,Biobío,Yumbel
-37.78694444,-72.10444444,2024-03-06,2.1 - Incendios Intencionales | 2.1.1. No se identifica la motivación,1,33.75,Biobío,Mulchén
-36.69166667,-72.96416667,2024-03-06,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,20.4,Biobío,Tomé
-37.72805556,-72.23333333,2024-03-06,2.1 - Incendios Intencionales,1,0.1,Biobío,Mulchén
-37.00194444,-73.14138889,2024-03-06,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.2,Biobío,Coronel
-37.175,-72.75555556,2024-03-06,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,1.2,Biobío,Yumbel
-37.62055556,-73.3975,2024-03-07,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.01,Biobío,Los Alamos
-37.12888889,-72.71277778,2024-03-07,4.1 - Faenas forestales,0,0.05,Biobío,Yumbel
-38.08444444,-73.31305556,2024-03-07,5.1 - Incendios de causa indeterminada,0,2.4,Biobío,Cañete
-38.12555556,-73.38888889,2024-03-07,4.8 - Otras quemas,0,1.8,Biobío,Tirúa
-37.61361111,-73.67333333,2024-03-07,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.15,Biobío,Lebu
-37.06,-73.14027778,2024-03-07,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.02,Biobío,Coronel
-36.74527778,-72.91361111,2024-03-07,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.5,Biobío,Penco
-36.70583333,-72.71472222,2024-03-07,4.3 - Actividades al aire libre (camping  excursiones  caza  pesca  otros) | 4.3.1. Empleo de fuentes de calor en áreas no habilitadas  como fogatas para cocinar  cocinillas  calefacción  elementos para iluminar u otros.,0,0.9,Biobío,Tomé
-37.97555556,-72.08805556,2024-03-08,2.1 - Incendios Intencionales,1,0.01,Biobío,Mulchén
-37.90194444,-73.39805556,2024-03-08,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,0.2,Biobío,Cañete
-37.22361111,-72.25805556,2024-03-09,4.1 - Faenas forestales | 4.1.5. Rebrote de quema forestal no avisada que  se propaga libre y sin control,0,2.35,Biobío,Los Angeles
-37.22194444,-72.02166667,2024-03-09,4.8 - Otras quemas | 4.8.2. Quema de basura residencial o desechos vegetales,0,0.01,Biobío,Tucapel
-37.45138889,-72.31638889,2024-03-09,2.1 - Incendios Intencionales,1,0.15,Biobío,Los Angeles
-36.68722222,-72.96583333,2024-03-10,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.03,Biobío,Tomé
-37.6025,-73.42777778,2024-03-10,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,0.31,Biobío,Los Alamos
-37.45194444,-73.36416667,2024-03-11,1.10 - Otras causas | 1.10.1. Otras causas accidentales no clasificadas,0,0.01,Biobío,Curanilahue
-37.37083333,-72.65527778,2024-03-11,2.1 - Incendios Intencionales,1,1.6,Biobío,Laja
-37.5075,-72.65333333,2024-03-11,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.77,Biobío,Nacimiento
-36.83,-73.14833333,2024-03-11,2.1 - Incendios Intencionales | 2.1.5. Obtención beneficios económicos (compra de madera  presión por trabajo  robo  maderero  otros),1,0.04,Biobío,San Pedro de la Paz
-36.75,-72.92277778,2024-03-11,4.1 - Faenas forestales | 4.1.1. Quema no avisada de desechos forestales que se propaga libre y sin control,0,0.28,Biobío,Santa Juana
-37.34222222,-72.65388889,2024-03-11,2.1 - Incendios Intencionales | 2.1.3. Ataque incendiario (ataques dirigidos a bienes muebles o inmuebles),1,0.2,Biobío,Laja
-37.01583333,-72.60583333,2024-03-12,4.8 - Otras quemas,0,0.02,Biobío,Yumbel
-37.23166667,-72.60333333,2024-03-12,1.9 - Líneas eléctricas,0,0.1,Biobío,Laja
